chat_item,user_id,date
8771,683,1464324034
8779,1995,1464324042
8792,449,1464325801
8796,611,1464325805
8810,1231,1464325819
8814,1220,1464325823
8818,1192,1464325827
8821,1817,1464325830
8834,861,1464325843
8838,1769,1464325847
8839,554,1464325848
8841,987,1464325850
8876,1,1464331201
8882,1996,1464331207
8884,1848,1464331209
8885,1029,1464331210
8886,1349,1464331211
8902,1885,1464331227
8910,1769,1464331235
8936,125,1464333013
8947,253,1464334801
8948,1231,1464334802
8949,497,1464334803
8950,1482,1464334804
8953,412,1464334807
8962,1672,1464334816
8966,915,1464334820
8968,983,1464334822
8976,735,1464334830
8983,1482,1464334837
8984,915,1464334838
9001,1237,1464336603
9017,1125,1464336619
9019,1935,1464336621
9021,1231,1464336623
9024,131,1464336626
9028,967,1464336630
9030,985,1464336632
9040,1118,1464336642
9058,1136,1464338399
9072,257,1464340201
9078,2034,1464340207
9081,1996,1464340210
9099,476,1464342008
9112,1136,1464342021
9119,513,1464342028
9120,1429,1464342029
9144,288,1464345600
9146,708,1464345602
9148,148,1464345604
9151,1220,1464345607
9153,14,1464345609
9157,277,1464345613
9162,1285,1464345618
9165,1649,1464345621
9167,294,1464345623
9171,240,1464345627
9173,1378,1464345629
9178,305,1464345634
9205,2066,1464347406
9209,1819,1464347410
9221,1033,1464347422
9226,1792,1464347427
9227,388,1464347428
9230,876,1464347431
9248,1606,1464349204
9255,305,1464349211
9257,1126,1464349213
9259,1975,1464349215
9261,1873,1464349217
9262,319,1464349218
9264,1709,1464349220
9265,20,1464349221
9287,1741,1464350999
9288,876,1464351000
9299,63,1464351011
9301,1305,1464351013
9303,449,1464351015
9307,683,1464351019
9316,1996,1464351028
9325,1428,1464351037
9326,1244,1464351038
9328,1509,1464351040
9329,1035,1464351041
9332,1153,1464351044
9333,485,1464351045
9339,388,1464351051
9341,1087,1464351053
9344,1034,1464351056
9347,554,1464351059
9371,431,1464354601
9374,1599,1464354604
9378,1035,1464354608
9383,1959,1464354613
9390,1162,1464354620
9396,1074,1464354626
9410,861,1464354640
9426,582,1464356401
9431,1204,1464356406
9443,1126,1464356418
9445,582,1464356420
9449,1324,1464356424
9477,2095,1464358209
9478,853,1464358210
9487,1378,1464358219
9488,554,1464358220
9493,30,1464358225
9494,2078,1464358226
9497,1522,1464358229
9498,1741,1464358230
9499,1090,1464358231
9503,650,1464358235
9506,2066,1464358238
9508,2078,1464358240
9513,2050,1464358245
9514,1996,1464358246
9516,1204,1464358248
9523,1991,1464360000
9526,1999,1464360003
9531,216,1464360008
9534,209,1464360011
9536,1258,1464360013
9538,1626,1464360015
9551,1503,1464360028
9577,556,1464361805
9580,929,1464361808
9589,1617,1464361817
9590,1268,1464361818
9593,1920,1464361821
9598,987,1464361826
9603,1522,1464361831
9604,674,1464361832
9605,983,1464361833
9607,1225,1464361835
9612,698,1464361840
9616,485,1464361844
9617,2004,1464361845
9620,621,1464361848
9623,1126,1464361851
9624,1035,1464361852
9628,240,1464361856
9630,1487,1464361858
9650,516,1464363612
9663,209,1464363625
9665,1231,1464363627
9674,311,1464363636
9677,412,1464363639
9681,1118,1464363643
9685,1085,1464363647
9706,1550,1464365411
9729,1051,1464367204
9743,1848,1464369002
9750,1033,1464369009
9751,252,1464369010
9753,1482,1464369012
9754,1671,1464369013
9756,767,1464369015
9759,431,1464369018
9761,1994,1464369020
9783,2047,1464370800
9793,412,1464370810
9796,31,1464370813
9797,426,1464370814
9802,1070,1464370819
9805,1999,1464370822
9810,30,1464370827
9828,1454,1464372601
9835,254,1464372608
9840,1638,1464372613
9841,685,1464372614
9847,1709,1464372620
9856,1494,1464372629
9857,63,1464372630
9865,1241,1464372638
9866,582,1464372639
9877,2014,1464372650
9892,1844,1464376199
9893,1074,1464376200
9899,216,1464376206
9900,131,1464376207
9907,428,1464376214
9911,518,1464376218
9912,1935,1464376219
9915,863,1464376222
9917,148,1464376224
9925,1035,1464376232
9942,767,1464378000
9943,1792,1464378001
9949,1165,1464378007
9963,764,1464379801
9968,62,1464379806
9971,696,1464379809
9972,417,1464379810
9973,449,1464379811
9974,621,1464379812
9982,560,1464379820
9990,735,1464379828
9999,1034,1464379837
10009,1324,1464379847
10015,834,1464379853
10016,2075,1464379854
10022,2075,1464379860
10044,230,1464381600
10046,1482,1464381602
10047,1817,1464381603
10050,407,1464381606
10065,1975,1464381621
10077,1241,1464381633
10090,1649,1464381646
10105,602,1464383400
10111,1935,1464383406
10112,137,1464383407
10114,1272,1464383409
10120,1672,1464383415
10121,621,1464383416
10122,1019,1464383417
10123,209,1464383418
10128,936,1464383423
10136,621,1464383431
10140,1665,1464383435
10146,844,1464383441
10150,1204,1464383445
10151,1638,1464383446
10169,1506,1464385200
10175,1033,1464385206
10176,2004,1464385207
10182,1318,1464385213
10187,216,1464385218
10190,216,1464385221
10192,125,1464385223
10193,1285,1464385224
10203,1975,1464385234
10205,1606,1464385236
10206,1095,1464385237
10213,1087,1464385244
10227,669,1464387001
10231,698,1464387005
10236,1896,1464387010
10242,63,1464387016
10245,631,1464387019
10249,1287,1464387023
10251,1868,1464387025
10282,1703,1464388800
10302,1599,1464390601
10303,1204,1464390602
10305,1253,1464390604
10346,456,1464394200
10352,125,1464394206
10358,339,1464394212
10359,1029,1464394213
10360,1356,1464394214
10368,1920,1464394222
10369,1034,1464394223
10374,1429,1464394228
10375,253,1464394229
10390,1975,1464394244
10404,311,1464396003
10407,2033,1464396006
10435,1975,1464397802
10437,2047,1464397804
10445,987,1464397812
10446,621,1464397813
10447,1259,1464397814
10463,485,1464399602
10473,1793,1464399612
10477,1256,1464399616
10478,876,1464399617
10489,137,1464399628
10499,62,1464399638
10503,1994,1464399642
10504,516,1464399643
10516,1118,1464401401
10517,265,1464401402
10524,388,1464401409
10539,1896,1464401424
10554,502,1464401439
10556,1596,1464401441
10557,2064,1464401442
10558,1454,1464401443
10560,319,1464401445
10565,125,1464401450
10566,968,1464401451
10568,1548,1464401453
10585,631,1464403206
10590,1285,1464403211
10608,1035,1464403229
10609,9,1464403230
10621,1627,1464403242
10622,1596,1464403243
10626,1606,1464403247
10637,1789,1464404999
10644,1056,1464405006
10658,2034,1464406801
10659,196,1464406802
10671,288,1464406814
10674,602,1464406817
10687,294,1464406830
10698,1136,1464406841
10701,423,1464406844
10702,621,1464406845
10703,1800,1464406846
10715,1627,1464408599
10731,1920,1464408615
10740,1844,1464408624
10764,1506,1464410409
10767,417,1464410412
10775,1084,1464410420
10795,2047,1464412202
10799,738,1464412206
10806,1935,1464414000
10807,1617,1464414001
10810,497,1464414004
10813,631,1464414007
10829,1153,1464415801
10830,602,1464415802
10832,513,1464415804
10843,1237,1464415815
10847,209,1464415819
10849,881,1464415821
10853,294,1464415825
10855,518,1464415827
10862,2004,1464415834
10867,1755,1464415839
10879,230,1464415851
10900,483,1464417604
10912,125,1464417616
10924,75,1464417628
10941,1896,1464417645
10959,1128,1464419400
10964,1991,1464419405
10975,365,1464419416
10985,881,1464419426
10988,1991,1464419429
10989,1658,1464419430
10998,2075,1464419439
11012,2050,1464419453
11025,222,1464421202
11027,1741,1464421204
11029,1356,1464421206
11030,31,1464421207
11040,1972,1464421217
11042,1800,1464421219
11068,449,1464421245
11072,37,1464421249
11073,621,1464421250
11099,1482,1464423001
11101,1989,1464423003
11105,1153,1464423007
11110,759,1464423012
11112,1885,1464423014
11119,1482,1464423021
11122,1896,1464423024
11124,294,1464423026
11136,20,1464423038
11138,240,1464423040
11140,1741,1464423042
11147,9,1464423049
11155,456,1464423057
11164,516,1464424799
11167,876,1464424802
11170,1709,1464424805
11173,1665,1464424808
11178,199,1464424813
11179,556,1464424814
11180,719,1464424815
11182,582,1464424817
11194,685,1464424829
11197,759,1464424832
11200,1844,1464424835
11202,843,1464424837
11205,1768,1464424840
11206,789,1464424841
11209,1800,1464424844
11214,513,1464424849
11217,987,1464424852
11238,2033,1464426599
11239,1617,1464426600
11242,1356,1464426603
11244,75,1464426605
11247,500,1464426608
11250,1130,1464426611
11251,1617,1464426612
11258,196,1464426619
11267,1561,1464426628
11277,767,1464428401
11278,1935,1464428402
11285,9,1464428409
11290,428,1464428414
11291,708,1464428415
11295,230,1464428419
11304,630,1464428428
11307,311,1464428431
11308,500,1464428432
11309,1688,1464428433
11315,2067,1464428439
11316,1219,1464428440
11320,368,1464428444
11321,724,1464428445
11324,388,1464428448
11325,209,1464428449
11326,886,1464428450
11327,1034,1464428451
11332,1084,1464428456
11333,131,1464428457
11335,423,1464428459
11337,1638,1464428461
11338,1259,1464428462
11344,1617,1464430199
11350,1258,1464430205
11351,578,1464430206
11355,1839,1464430210
11356,803,1464430211
11357,968,1464430212
11364,863,1464430219
11366,62,1464430221
11369,540,1464430224
11370,803,1464430225
11371,438,1464430226
11373,305,1464430228
11377,1596,1464430232
11379,1665,1464430234
11384,764,1464430239
11398,1848,1464432000
11411,20,1464433802
11416,497,1464433807
11426,423,1464433817
11428,1241,1464433819
11433,417,1464433824
11435,125,1464435599
11440,1085,1464435604
11441,1535,1464435605
11442,1703,1464435606
11452,1237,1464435616
11453,735,1464435617
11460,1354,1464435624
11465,412,1464435629
11467,194,1464435631
11475,1999,1464435639
11481,1244,1464435645
11485,412,1464435649
11486,75,1464435650
11490,423,1464435654
11491,62,1464435655
11507,1991,1464437408
11508,1665,1464437409
11515,789,1464437416
11517,291,1464437418
11518,1596,1464437419
11524,1819,1464437425
11531,764,1464437432
11536,554,1464437437
11538,985,1464437439
11539,428,1464437440
11542,1349,1464437443
11550,1356,1464439199
11552,1599,1464439201
11553,131,1464439202
11557,485,1464439206
11559,886,1464439208
11560,412,1464439209
11561,1599,1464439210
11564,1868,1464439213
11565,1354,1464439214
11566,196,1464439215
11570,1793,1464439219
11585,1991,1464440999
11598,1688,1464441012
11604,2100,1464441018
11612,1258,1464441026
11615,2050,1464441029
11616,985,1464441030
11622,1136,1464441036
11623,1356,1464441037
11624,743,1464441038
11626,2093,1464441040
11627,2014,1464441041
11632,1687,1464441046
11634,4,1464441048
11636,1991,1464441050
11637,1793,1464441051
11642,982,1464441056
11655,843,1464442799
11663,1999,1464442807
11679,128,1464442823
11681,63,1464442825
11683,426,1464442827
11697,683,1464444601
11699,1087,1464444603
11706,1219,1464444610
11712,1688,1464444616
11723,844,1464444627
11730,936,1464444634
11732,1302,1464444636
11750,1548,1464444654
11763,1256,1464446400
11768,1768,1464446405
11770,507,1464446407
11773,431,1464446410
11787,936,1464448203
11799,1090,1464448215
11800,1356,1464448216
11808,630,1464448224
11809,1441,1464448225
11811,1672,1464448227
11815,1498,1464448231
11821,1237,1464448237
11823,1136,1464448239
11832,1253,1464449999
11833,1848,1464450000
11836,1192,1464450003
11840,1118,1464450007
11843,291,1464450010
11848,1672,1464450015
11853,1792,1464450020
11856,1769,1464450023
11860,1302,1464450027
11863,789,1464450030
11869,1514,1464450036
11880,1991,1464450047
11881,497,1464450048
11889,1839,1464450056
11891,1972,1464450058
11892,1885,1464450059
11901,876,1464451800
11904,2026,1464451803
11905,2022,1464451804
11907,1972,1464451806
11908,20,1464451807
11910,265,1464451809
11914,513,1464451813
11918,521,1464451817
11931,1638,1464453599
11937,1672,1464455399
11938,578,1464455400
11940,513,1464455402
11945,1649,1464455407
11951,1056,1464455413
11962,650,1464457201
11973,674,1464457212
11974,2047,1464457213
11977,1450,1464457216
11998,485,1464459009
12005,230,1464459016
12006,240,1464459017
12053,669,1464462599
12075,63,1464464401
12079,125,1464464405
12081,650,1464464407
12086,131,1464464412
12089,1847,1464464415
12099,1127,1464464425
12110,305,1464466202
12116,214,1464466208
12119,1996,1464466211
12124,985,1464466216
12132,1324,1464466224
12133,75,1464466225
12148,2033,1464466240
12152,1087,1464466244
12161,110,1464466253
12171,1996,1464467999
12175,1885,1464468003
12184,1070,1464468012
12191,1703,1464468019
12193,1241,1464468021
12205,701,1464468033
12206,1687,1464468034
12217,497,1464468045
12223,521,1464468051
12230,1272,1464468058
12233,88,1464468061
12234,194,1464468062
12235,407,1464468063
12237,240,1464468065
12249,88,1464469802
12258,533,1464469811
12264,1649,1464469817
12266,263,1464469819
12275,69,1464469828
12278,230,1464469831
12279,533,1464469832
12282,2095,1464469835
12292,1287,1464469845
12294,1258,1464469847
12296,669,1464469849
12315,1991,1464471603
12317,1865,1464471605
12318,2095,1464471606
12320,1627,1464471608
12324,442,1464471612
12325,1378,1464471613
12335,803,1464471623
12346,426,1464473400
12361,425,1464473415
12362,194,1464473416
12363,1204,1464473417
12367,339,1464473421
12370,767,1464473424
12372,305,1464473426
12373,412,1464473427
12377,863,1464473431
12388,1051,1464473442
12390,1896,1464473444
12402,1999,1464475199
12413,1035,1464475210
12414,915,1464475211
12416,582,1464475213
12419,915,1464475216
12429,305,1464475226
12432,442,1464475229
12433,669,1464475230
12434,1819,1464475231
12439,1192,1464475236
12441,196,1464475238
12444,557,1464475241
12445,110,1464475242
12446,2095,1464475243
12448,967,1464475245
12451,792,1464475248
12467,698,1464477003
12473,1793,1464477009
12476,1268,1464477012
12477,929,1464477013
12491,2067,1464477027
12496,1482,1464477032
12516,131,1464477052
12519,1126,1464477055
12532,483,1464478799
12563,1548,1464480612
12570,1965,1464480619
12581,305,1464480630
12582,602,1464480631
12586,88,1464480635
12599,886,1464482402
12603,69,1464482406
12607,2067,1464482410
12611,1085,1464482414
12613,1514,1464482416
12617,1926,1464482420
12619,75,1464482422
12622,2066,1464482425
12629,291,1464482432
12632,1482,1464482435
12643,2026,1464484201
12645,40,1464484203
12647,1873,1464484205
12651,1037,1464484209
12653,350,1464484211
12657,128,1464484215
12663,1920,1464484221
12665,1356,1464484223
12678,968,1464486007
12680,1969,1464486009
12692,1800,1464487799
12697,431,1464487804
12703,426,1464487810
12705,1599,1464487812
12719,1084,1464489599
12736,1296,1464489616
12741,394,1464489621
12743,1258,1464489623
12751,1665,1464491400
12755,1268,1464491404
12759,254,1464491408
12762,1793,1464491411
12765,2066,1464491414
12769,449,1464491418
12773,1626,1464491422
12783,365,1464493199
12789,589,1464493205
12799,428,1464493215
12820,1258,1464496805
12824,294,1464496809
12826,698,1464496811
12832,735,1464496817
12834,277,1464496819
12850,792,1464498603
12856,456,1464498609
12881,683,1464500416
12883,230,1464500418
12902,767,1464502210
12903,834,1464502211
12907,449,1464502215
12920,667,1464504002
12923,2075,1464504005
12925,698,1464504007
12928,483,1464504010
12931,533,1464504013
12933,999,1464504015
12935,685,1464504017
12940,1114,1464504022
12949,1231,1464504031
12954,305,1464504036
12956,483,1464504038
12957,1153,1464504039
12960,1709,1464504042
12963,759,1464504045
12965,97,1464504047
12969,1800,1464504051
12986,1428,1464505800
13000,339,1464507599
13002,1268,1464507601
13017,240,1464509400
13020,1253,1464509403
13023,483,1464509406
13031,1268,1464509414
13033,252,1464509416
13034,1296,1464509417
13036,1800,1464509419
13069,1703,1464511213
13070,2047,1464511214
13076,1606,1464511220
13081,1975,1464511225
13082,554,1464511226
13102,554,1464513000
13111,1868,1464513009
13116,1070,1464513014
13127,1204,1464513025
13136,1305,1464513034
13139,174,1464513037
13140,288,1464513038
13141,442,1464513039
13157,339,1464514807
13158,1035,1464514808
13167,915,1464514817
13168,1972,1464514818
13176,500,1464514826
13181,674,1464514831
13189,29,1464514839
13190,365,1464514840
13192,1885,1464514842
13196,1627,1464514846
13198,240,1464514848
13213,1509,1464516603
13214,388,1464516604
13219,1535,1464516609
13221,843,1464516611
13222,1450,1464516612
13223,1204,1464516613
13227,497,1464516617
13228,288,1464516618
13230,735,1464516620
13236,789,1464516626
13256,417,1464518405
13259,982,1464518408
13266,283,1464518415
13272,483,1464518421
13278,1482,1464518427
13279,336,1464518428
13282,1789,1464518431
13283,1165,1464518432
13299,263,1464520204
13300,789,1464520205
13306,698,1464520211
13324,1844,1464521999
13330,735,1464522005
13354,216,1464523806
13355,838,1464523807
13358,554,1464523810
13364,1573,1464523816
13367,174,1464523819
13369,2033,1464523821
13370,1503,1464523822
13371,968,1464523823
13372,507,1464523824
13379,2093,1464523831
13385,431,1464523837
13387,1627,1464523839
13390,240,1464523842
13394,9,1464523846
13416,577,1464525603
13419,1996,1464525606
13420,582,1464525607
13424,110,1464525611
13428,1514,1464525615
13430,20,1464525617
13432,1989,1464525619
13446,125,1464527402
13449,1428,1464527405
13453,110,1464527409
13455,62,1464527411
13456,1509,1464527412
13457,1839,1464527413
13470,319,1464529199
13474,329,1464529203
13487,516,1464529216
13495,502,1464529224
13496,423,1464529225
13497,1975,1464529226
13501,1090,1464529230
13503,155,1464529232
13506,1110,1464529235
13509,1192,1464529238
13513,1225,1464529242
13514,2014,1464529243
13516,1136,1464529245
13518,20,1464529247
13548,936,1464531007
13550,1311,1464531009
13553,1754,1464531012
13554,2075,1464531013
13557,1356,1464531016
13572,4,1464532803
13575,521,1464532806
13577,483,1464532808
13580,631,1464532811
13588,263,1464532819
13598,838,1464532829
13600,1441,1464532831
13604,2033,1464532835
13607,1033,1464532838
13612,985,1464532843
13626,291,1464534599
13633,1237,1464534606
13640,339,1464534613
13641,2033,1464534614
13642,1522,1464534615
13644,582,1464534617
13649,1204,1464536400
13655,1509,1464536406
13659,88,1464536410
13660,554,1464536411
13664,1769,1464536415
13668,602,1464536419
13669,683,1464536420
13673,1506,1464536424
13680,1819,1464536431
13683,521,1464536434
13684,333,1464536435
13691,311,1464538199
13704,1514,1464538212
13713,75,1464538221
13717,1494,1464538225
13719,2100,1464538227
13720,1596,1464538228
13721,1573,1464538229
13723,738,1464538231
13725,339,1464538233
13728,394,1464538236
13742,361,1464540000
13743,968,1464540001
13745,789,1464540003
13749,425,1464540007
13757,2050,1464540015
13758,1896,1464540016
13781,1136,1464541802
13783,1070,1464541804
13793,88,1464543599
13796,540,1464543602
13804,589,1464543610
13829,674,1464547199
13832,968,1464547202
13836,683,1464547206
13839,797,1464547209
13844,394,1464547214
13855,485,1464547225
13859,936,1464547229
13862,1225,1464547232
13865,1709,1464547235
13867,294,1464547237
13872,513,1464547242
13874,631,1464547244
13876,254,1464547246
13877,1268,1464547247
13880,88,1464547250
13882,428,1464547252
13887,838,1464547257
13900,1588,1464549000
13901,1087,1464549001
13932,1671,1464550802
13936,1241,1464550806
13944,1087,1464550814
13947,1450,1464550817
13964,844,1464552602
13968,1959,1464552606
13970,1972,1464552608
13972,876,1464552610
13976,881,1464552614
13978,62,1464552616
13980,128,1464552618
13996,1816,1464552634
14001,125,1464552639
14027,1658,1464554406
14038,350,1464556202
14050,1087,1464558000
14062,2026,1464559799
14070,602,1464559807
14073,131,1464559810
14086,442,1464561600
14087,388,1464561601
14097,683,1464561611
14098,533,1464561612
14104,621,1464561618
14107,1482,1464561621
14108,1033,1464561622
14117,1441,1464561631
14129,2100,1464563400
14144,216,1464563415
14150,131,1464563421
14154,1754,1464563425
14157,502,1464563428
14162,1204,1464563433
14186,1244,1464565203
14189,1768,1464565206
14191,1059,1464565208
14196,1354,1464565213
14197,698,1464565214
14201,1259,1464565218
14206,1318,1464565223
14207,669,1464565224
14212,767,1464565229
14213,764,1464565230
14215,311,1464565232
14217,1118,1464565234
14262,987,1464568805
14264,412,1464568807
14270,1033,1464568813
14277,1204,1464568820
14279,1035,1464568822
14282,1034,1464568825
14283,735,1464568826
14285,1462,1464568828
14291,1627,1464568834
14301,1768,1464570600
14303,1126,1464570602
14307,1688,1464570606
14308,1975,1464570607
14312,253,1464570611
14321,368,1464570620
14322,394,1464570621
14333,1816,1464570632
14336,1989,1464570635
14340,1302,1464570639
14345,388,1464570644
14346,582,1464570645
14349,1428,1464570648
14350,497,1464570649
14365,2100,1464572402
14368,1296,1464572405
14375,1769,1464572412
14376,1709,1464572413
14379,1051,1464572416
14401,738,1464575999
14403,645,1464576001
14407,1130,1464576005
14414,1839,1464576012
14421,683,1464576019
14422,838,1464576020
14430,426,1464576028
14431,1506,1464576029
14432,674,1464576030
14433,423,1464576031
14435,853,1464576033
14438,1995,1464576036
14440,1709,1464576038
14441,803,1464576039
14444,968,1464576042
14455,1935,1464576053
14459,1335,1464576057
14461,1741,1464576059
14462,361,1464576060
14475,792,1464577803
14477,1920,1464577805
14481,1995,1464577809
14487,1793,1464577815
14489,431,1464577817
14496,621,1464577824
14508,1204,1464579601
14538,14,1464583202
14546,1258,1464583210
14558,2033,1464584999
14571,483,1464585012
14577,1955,1464585018
14580,423,1464585021
14581,1085,1464585022
14602,250,1464586805
14615,209,1464586818
14620,838,1464586823
14622,1302,1464586825
14624,1130,1464586827
14648,1617,1464588602
14652,1454,1464588606
14654,252,1464588608
14668,1817,1464588622
14669,1287,1464588623
14671,216,1464588625
14689,230,1464588643
14693,1118,1464588647
14695,922,1464588649
14698,1237,1464588652
14700,803,1464588654
14739,685,1464592202
14742,1204,1464592205
14744,1237,1464592207
14745,128,1464592208
14746,1095,1464592209
14753,2037,1464592216
14760,368,1464592223
14765,80,1464592228
14772,1241,1464592235
14776,719,1464592239
14781,1462,1464592244
14787,1627,1464592250
14791,333,1464592254
14798,1241,1464592261
14822,533,1464594003
14828,740,1464594009
14835,1219,1464594016
14836,497,1464594017
14852,2089,1464595809
14854,2095,1464595811
14856,554,1464595813
14865,838,1464595822
14866,336,1464595823
14873,1839,1464595830
14878,1130,1464595835
14880,554,1464595837
14883,886,1464595840
14887,1800,1464595844
14893,1754,1464595850
14896,1503,1464595853
14900,2026,1464595857
14903,1989,1464595860
14922,1162,1464597601
14924,2004,1464597603
14927,155,1464597606
14928,20,1464597607
14932,843,1464597611
14950,1302,1464597629
14955,683,1464597634
14956,1084,1464597635
14959,194,1464597638
14967,250,1464597646
14985,1975,1464599406
14990,735,1464599411
14991,1085,1464599412
14999,502,1464601199
15004,428,1464601204
15008,1,1464601208
15009,982,1464601209
15024,216,1464601224
15041,1873,1464601241
15044,2033,1464601244
15056,667,1464602999
15057,209,1464603000
15058,1606,1464603001
15061,137,1464603004
15062,194,1464603005
15068,1056,1464603011
15072,982,1464603015
15075,110,1464603018
15079,1920,1464603022
15082,1311,1464603025
15086,621,1464603029
15087,1324,1464603030
15108,1672,1464603051
15109,131,1464603052
15117,789,1464603060
15118,1996,1464603061
15119,1996,1464603062
15124,629,1464604799
15125,844,1464604800
15131,131,1464604806
15132,1398,1464604807
15135,1626,1464604810
15141,886,1464604816
15155,1865,1464604830
15158,863,1464604833
15165,1522,1464604840
15169,1687,1464604844
15181,1588,1464606599
15183,483,1464606601
15187,174,1464606605
15189,1819,1464606607
15190,1356,1464606608
15196,254,1464606614
15200,1034,1464606618
15205,1118,1464606623
15212,602,1464606630
15213,483,1464606631
15214,241,1464606632
15217,1920,1464606635
15218,380,1464606636
15227,674,1464606645
15233,1498,1464606651
15238,683,1464606656
15242,1428,1464606660
