user_id,teamchat_session_id,date
148,6974,1464491413
631,6789,1464491426
380,6792,1464496801
1709,6866,1464496821
838,6889,1464498604
368,6792,1464498605
1114,6866,1464498606
518,6782,1464500401
1428,6984,1464502203
1153,7212,1464502204
1978,7212,1464504021
674,6778,1464504040
1883,6779,1464504052
1192,7212,1464504054
502,6799,1464509401
1606,6780,1464509421
500,6922,1464509426
1688,7024,1464511201
645,11208,1464511204
763,6794,1464511217
1844,6956,1464511219
521,6809,1464511223
1311,6797,1464513027
804,6819,1464513028
1165,6914,1464513035
2047,6889,1464514803
1479,6794,1464516615
1012,6875,1464516622
280,6956,1464518406
1366,6810,1464520213
743,6922,1464522000
1087,6797,1464522002
2100,6791,1464523809
797,7432,1464523813
20,6799,1464523832
1506,6780,1464523838
853,7212,1464523844
667,6783,1464523851
1989,6782,1464523852
1,7024,1464525614
294,6783,1464527400
828,7104,1464527406
1128,6792,1464529201
764,6785,1464529210
1920,6956,1464529236
1461,6783,1464529253
442,7035,1464532821
1084,6778,1464532827
1059,6811,1464532830
88,6821,1464532834
1085,6910,1464532839
1074,6838,1464534602
1398,6780,1464534607
1955,6866,1464534612
1596,6791,1464536401
305,6943,1464536412
1038,6790,1464536417
1204,6776,1464536421
668,6781,1464536426
1937,7022,1464536428
333,6811,1464536430
1844,6956,1464538207
767,6791,1464538222
1033,6818,1464538223
174,6819,1464538237
216,6790,1464541803
1999,6866,1464543603
839,6792,1464543609
513,6785,1464547201
1503,6792,1464547216
291,6815,1464547220
1672,6784,1464547228
1220,6859,1464547230
1703,7035,1464547240
1896,6974,1464547255
1349,6792,1464547256
1189,7280,1464550799
502,6799,1464550807
257,6792,1464550808
2089,6889,1464550813
1848,6949,1464552601
733,6850,1464552617
743,6922,1464552619
1995,6925,1464552620
1978,7212,1464552646
1626,6778,1464559800
977,9671,1464559802
1800,6785,1464559811
250,7028,1464561615
1204,6776,1464561630
1819,6838,1464563402
1817,7058,1464563405
1989,6782,1464563416
133,14146,1464563417
1383,6777,1464563420
126,6888,1464563424
1287,6790,1464563440
1754,6810,1464563444
1118,6850,1464563445
1755,6799,1464565220
1462,6889,1464565243
1514,7212,1464568801
1129,6903,1464568817
621,6914,1464572418
2018,6820,1464576002
1865,6795,1464576009
922,7212,1464576035
2050,6794,1464576041
828,7104,1464577801
311,6866,1464577812
214,6800,1464577816
137,8205,1464577821
1258,7058,1464579607
1153,7212,1464585000
709,6821,1464585015
740,6778,1464586821
629,7024,1464586824
1649,6857,1464586826
104,6795,1464588610
1138,7104,1464588628
876,6920,1464588634
1854,12209,1464588641
642,6920,1464588642
1926,7007,1464590399
1673,6818,1464590400
196,6789,1464590403
2014,8474,1464590409
1972,6789,1464590413
668,6781,1464592213
380,6792,1464592220
1741,6799,1464592233
283,6853,1464592245
1125,6792,1464592248
14,6782,1464592257
627,6857,1464594007
853,7212,1464594008
483,6779,1464594015
241,7022,1464595800
288,6868,1464595802
1354,6789,1464595815
1588,6776,1464595818
412,6778,1464595833
1285,7007,1464597627
229,6792,1464597642
1189,7280,1464599401
1441,6782,1464599409
709,6821,1464601215
303,6813,1464601231
642,6920,1464601237
1673,6818,1464601240
629,7024,1464603014
1920,6956,1464603044
88,6821,1464603053
1370,7212,1464603057
1285,7007,1464604838
131,6974,1464606604
1954,6819,1464606615
1287,6790,1464606641
1019,6817,1464606649
1709,6866,1464606664
516,6784,1464606668
839,6792,1464608428
1989,6782,1464608449
521,6809,1464610204
1296,7443,1464610209
1754,6810,1464610212
198,7038,1464610214
797,7432,1464611999
969,7726,1464612001
1687,6820,1464612016
1272,6777,1464612017
994,15383,1464612028
1090,6783,1464613801
1127,7008,1464613807
286,6886,1464613814
75,8903,1464613820
975,6974,1464613853
1768,6891,1464615599
1037,6951,1464615613
1494,6859,1464615630
994,15383,1464615643
759,6857,1464619200
801,6857,1464619222
1550,6910,1464622808
1125,6792,1464624600
128,6810,1464624619
1638,7347,1464624623
1538,6854,1464624646
108,6809,1464624657
1525,7028,1464626410
1442,12209,1464626415
967,6783,1464626429
1268,6791,1464626431
1761,8903,1464626446
994,15383,1464626454
265,6819,1464630001
1574,6850,1464630014
252,6810,1464631823
801,6857,1464631829
333,6811,1464639009
556,6809,1464639016
1287,6790,1464639027
126,6888,1464639028
423,6925,1464639050
661,7432,1464639062
500,6922,1464640817
425,7443,1464642623
1192,7212,1464642645
853,7212,1464644404
1084,6778,1464644415
929,6797,1464644436
977,9671,1464646200
968,6911,1464646225
859,16274,1464646252
1318,6910,1464648002
1450,6794,1464648025
277,6838,1464649799
1970,6777,1464649809
288,6868,1464651608
2034,6781,1464651612
1428,6984,1464651617
1366,6810,1464653413
929,6797,1464653419
1687,6820,1464653421
767,6791,1464653430
1673,6818,1464657005
1189,7280,1464657007
1599,6782,1464657011
350,6777,1464658805
1114,6866,1464658806
1204,6776,1464658841
507,6813,1464658859
803,6911,1464662399
602,6813,1464662419
40,6809,1464662436
1120,6903,1464664199
454,6791,1464664201
1882,6925,1464664202
1789,6819,1464664213
969,7726,1464664215
252,6810,1464664246
1136,6859,1464666013
863,6811,1464666017
126,6888,1464666032
428,6886,1464666043
719,6792,1464666048
1626,6778,1464666074
546,6817,1464667802
1672,6784,1464667819
1019,6817,1464667824
368,6792,1464667831
1538,6854,1464667832
1462,6889,1464667834
1919,6888,1464667836
110,6854,1464667839
1378,6956,1464667846
1200,6777,1464667848
869,6809,1464669621
1066,7028,1464669642
2004,6925,1464671402
516,6784,1464671403
1349,6792,1464671409
1269,16938,1464671416
1768,6891,1464673200
764,6785,1464673206
709,6821,1464673242
252,6810,1464675015
1153,7212,1464675031
985,6925,1464675045
277,6838,1464675049
968,6911,1464675053
507,6813,1464675064
365,6819,1464678602
1450,6794,1464678603
4,6888,1464682219
1514,7212,1464684002
1127,7008,1464684007
923,7432,1464684028
2098,7443,1464684039
37,7104,1464685800
772,6797,1464685806
611,6809,1464687611
1169,6818,1464687614
476,6863,1464687617
2004,6925,1464689402
576,6922,1464689404
792,6779,1464689412
1665,6811,1464689423
137,8205,1464689431
1454,6776,1464689438
1114,6866,1464691215
1136,6859,1464691217
1854,12209,1464693012
49,7443,1464693033
1370,7212,1464693036
603,17406,1464693038
685,7280,1464693041
29,6813,1464693045
196,6789,1464693056
2089,6889,1464698430
1588,6776,1464700201
1839,6780,1464700208
1324,6821,1464700220
311,6866,1464700222
709,6821,1464700225
1118,6850,1464702024
461,6787,1464702031
1378,6956,1464702043
507,6813,1464702045
767,6791,1464703812
277,6838,1464703816
724,6956,1464703835
538,6795,1464703850
789,6796,1464705600
280,6956,1464705613
2026,7104,1464707410
119,14146,1464707432
1709,6866,1464707455
838,6889,1464707464
2044,6891,1464709199
14,6782,1464711005
1253,7058,1464711011
1475,6922,1464711023
1587,6780,1464711039
1276,6914,1464711074
1461,6783,1464712805
1378,6956,1464716400
881,6974,1464718203
1001,6949,1464718209
1165,6914,1464718215
538,6795,1464723623
2075,6854,1464723642
456,6810,1464723662
2004,6925,1464723663
444,18142,1464725402
254,7024,1464725439
1559,6912,1464725467
999,6780,1464727225
1090,6783,1464727230
301,9671,1464729004
1189,7280,1464729009
20,6799,1464729011
2016,15383,1464729020
1428,6984,1464729027
4,6888,1464729037
1269,16938,1464729047
834,6819,1464729051
1848,6949,1464730860
969,7726,1464732619
1311,6797,1464732630
2014,8474,1464732631
1550,6910,1464732639
1954,6819,1464732642
1847,6779,1464734406
1665,6811,1464734407
280,6956,1464734418
37,7104,1464736203
294,6783,1464736210
1761,8903,1464738038
869,6809,1464738040
1935,6799,1464738058
199,6818,1464739808
263,6925,1464739810
1349,6792,1464739813
1883,6779,1464741614
1059,6811,1464741624
63,6784,1464741639
843,6809,1464741655
1038,6790,1464741658
476,6863,1464743407
1873,6850,1464745203
668,6781,1464747000
861,6925,1464747003
378,6914,1464747019
69,6853,1464747036
1873,6850,1464748807
454,6791,1464748819
1638,7347,1464748847
1883,6779,1464748856
241,7022,1464748873
1879,6797,1464750624
1919,6888,1464750644
1849,6911,1464750650
642,6920,1464750652
1427,18939,1464752399
1847,6779,1464752414
743,6922,1464752419
1978,7212,1464752431
428,6886,1464752454
426,6797,1464754206
1166,6790,1464754247
1970,6777,1464754258
1074,6838,1464756001
1972,6789,1464756011
1012,6875,1464756016
444,18142,1464756024
1550,6910,1464757814
1287,6790,1464757840
1920,6956,1464757849
1741,6799,1464761405
391,6809,1464763210
388,6795,1464763240
560,6925,1464763245
336,9079,1464766811
1272,6777,1464768605
1472,19390,1464770402
1452,6891,1464770404
1320,19403,1464770415
1506,6780,1464770420
904,7505,1464772216
661,7432,1464774001
1366,6810,1464774007
1204,6776,1464774009
1559,6912,1464775799
1908,6949,1464775812
1741,6799,1464777605
204,6789,1464777606
538,6795,1464779412
20,6799,1464779433
828,7104,1464779436
1598,6859,1464781216
1311,6797,1464783030
1045,7058,1464783044
1189,7280,1464784801
1092,8903,1464784809
4,6888,1464784811
914,6789,1464784829
1130,9529,1464792007
1475,6922,1464792012
1596,6791,1464793808
1703,7035,1464793810
1848,6949,1464793812
1285,7007,1464793815
1545,6984,1464793849
1305,6925,1464793871
1126,6888,1464795607
2058,7505,1464795615
1107,6796,1464795617
137,8205,1464795628
1165,6914,1464795632
391,6809,1464797399
2093,6922,1464797412
254,7024,1464797414
1296,7443,1464797429
1189,7280,1464797442
1996,6858,1464797444
30,7008,1464797446
9,6776,1464797448
277,6838,1464799201
603,17406,1464799222
630,6785,1464799223
216,6790,1464799237
1379,18939,1464801001
283,6853,1464801005
1627,6784,1464801006
1075,12209,1464801007
1947,6799,1464801010
2078,6956,1464802813
2075,6854,1464802815
1461,6783,1464802834
2028,6888,1464806401
744,6889,1464806404
136,6795,1464806410
1,7024,1464806429
1136,6859,1464808199
1241,6785,1464808223
1311,6797,1464808247
1498,6795,1464808248
772,6797,1464808250
1305,6925,1464808264
1975,6949,1464810031
194,6785,1464811803
1839,6780,1464811809
1935,6799,1464811815
1965,8474,1464811819
1253,7058,1464811822
29,6813,1464811823
1169,6818,1464811836
1090,6783,1464813622
1769,7024,1464813625
1073,6811,1464813646
540,6783,1464813653
744,6889,1464813659
2100,6791,1464813665
1074,6838,1464813669
257,6792,1464815437
263,6925,1464817226
1450,6794,1464817240
311,6866,1464817273
792,6779,1464820815
1865,6795,1464822632
1378,6956,1464824406
1276,6914,1464826199
792,6779,1464828002
1919,6888,1464828035
252,6810,1464828041
1302,7022,1464828046
1768,6891,1464828063
31,6783,1464828069
1092,8903,1464828079
738,6789,1464829806
1606,6780,1464829812
627,6857,1464829817
1045,7058,1464829818
1285,7007,1464829819
1908,6949,1464833427
1955,6866,1464833435
843,6809,1464835201
1051,6859,1464835203
629,7024,1464835207
75,8903,1464835226
969,7726,1464835246
1120,6903,1464835252
419,6858,1464835253
922,7212,1464835254
40,6809,1464837005
2078,6956,1464837019
983,6799,1464837022
2011,6875,1464837036
2022,6783,1464837046
2004,6925,1464838810
1506,6780,1464838818
128,6810,1464838820
2083,6783,1464840609
987,6925,1464840635
1995,6925,1464842412
708,6783,1464842428
1254,6819,1464842443
1244,6821,1464844209
1514,7212,1464844215
204,6789,1464846044
1165,6914,1464846051
277,6838,1464846062
1970,6777,1464847812
1204,6776,1464851409
1479,6794,1464851418
1248,7058,1464851421
1451,6817,1464851422
126,6888,1464851425
1215,12209,1464851428
1114,6866,1464851430
1741,6799,1464851440
213,6811,1464851441
685,7280,1464853201
1354,6789,1464853218
2089,6889,1464853219
1792,6792,1464853222
472,21555,1464854999
1107,6796,1464855006
1817,7058,1464855020
520,8903,1464855021
1991,6850,1464855029
448,21586,1464855030
1933,21555,1464855044
1929,6800,1464855046
288,6868,1464856820
1574,6850,1464858602
1596,6791,1464858619
237,7104,1464858640
29,6813,1464858656
897,7280,1464858668
859,16274,1464860413
1937,7022,1464860418
540,6783,1464862201
696,6943,1464862204
1454,6776,1464862211
1335,6866,1464862214
1256,6785,1464863999
914,6789,1464864001
1506,6780,1464865818
1883,6779,1464865847
2034,6781,1464869408
391,6809,1464869409
951,6903,1464869418
380,6792,1464871202
1789,6819,1464871207
1488,6951,1464874803
764,6785,1464874805
174,6819,1464874826
204,6789,1464874861
1854,12209,1464874862
890,7726,1464876610
1819,6838,1464876622
1839,6780,1464876635
472,21555,1464880213
1503,6792,1464880235
1349,6792,1464882004
500,6922,1464882013
560,6925,1464882016
2028,6888,1464882018
216,6790,1464885600
1038,6790,1464885610
1287,6790,1464887401
119,14146,1464887416
1598,6859,1464887418
291,6815,1464887420
2089,6889,1464887421
456,6810,1464887431
1118,6850,1464887437
1324,6821,1464889255
2058,7505,1464889258
128,6810,1464891013
148,6974,1464892803
30,7008,1464892811
1627,6784,1464892815
1272,6777,1464892816
1442,12209,1464894610
667,6783,1464894618
985,6925,1464894623
2084,22551,1464894638
1965,8474,1464896402
2050,6794,1464896406
431,6810,1464896410
556,6809,1464896419
2064,7280,1464896420
844,7443,1464896434
1034,6794,1464900005
1178,9079,1464900043
464,6888,1464901803
333,6811,1464903601
1068,6779,1464903606
661,7432,1464907200
1947,6799,1464909001
1561,6796,1464909009
820,22785,1464909030
518,6782,1464909031
1587,6780,1464909034
762,7505,1464909048
778,6780,1464909059
426,6797,1464909079
1452,6891,1464909081
1178,9079,1464910805
909,6780,1464910825
696,6943,1464912611
284,16938,1464914408
869,6809,1464914412
1451,6817,1464914414
1693,22935,1464914415
559,6790,1464914450
1319,6818,1464914463
1933,21555,1464914478
683,6889,1464918015
656,6783,1464918034
996,6984,1464921608
1318,6910,1464921612
738,6789,1464921623
286,6886,1464921636
1868,6888,1464921638
277,6838,1464921649
1522,6974,1464921650
2014,8474,1464923399
254,7024,1464923422
518,6782,1464923423
702,6817,1464923425
1662,23204,1464923439
1503,6792,1464923442
502,6799,1464925207
1707,6858,1464925215
1882,6925,1464925226
914,6789,1464925234
1573,6777,1464925256
1169,6818,1464927003
200,6813,1464927005
213,6811,1464927011
1498,6795,1464928803
1548,6776,1464928828
119,14146,1464928840
1287,6790,1464930599
1911,6778,1464930611
128,6810,1464930614
70,23415,1464930618
1169,6818,1464930642
311,6866,1464932415
876,6920,1464934220
1311,6797,1464934223
1137,18142,1464935999
401,6790,1464936010
1482,6787,1464936012
1545,6984,1464936030
2093,6922,1464936040
516,6784,1464936044
1461,6783,1464936072
97,6911,1464937803
1012,6875,1464937805
178,6949,1464939599
1090,6783,1464941421
380,6792,1464941437
1969,9671,1464941448
1,7024,1464941462
778,6780,1464943200
1220,6859,1464943207
708,6783,1464943253
1970,6777,1464943257
771,6857,1464945008
762,7505,1464946814
1687,6820,1464946815
497,7038,1464946835
311,6866,1464948611
2037,6821,1464948639
789,6796,1464948646
1313,23919,1464948660
798,7058,1464948682
1396,6815,1464950405
1056,6780,1464950410
442,7035,1464950413
533,6791,1464950420
90,7008,1464950421
378,6914,1464950434
148,6974,1464952199
449,6778,1464952226
1498,6795,1464952228
1675,6787,1464952239
1969,9671,1464952245
1001,6949,1464952252
1658,6782,1464952257
2033,6791,1464952262
44,6853,1464952279
2066,6799,1464954011
1137,18142,1464954026
